course_code,course_name,course_desc
BMED-6966,Topics In Bmed,
BMED-6967,Topics In Bmed,
BMED-6968,Topics In Bmed,
BMED-6969,Topics In Bmed,
BMED-6970,Professional Project,"Active participation in a semester-long project, under the supervision of a faculty adviser. A Professional Project often serves as a culminating experience for a Professional Master’s program but, with departmental or school approval, can be used to fulfill other program requirements. With approval, students may register for more than one Professional Project. Professional Projects must result in documentation established by each department or school, but are not submitted to the Office of Graduate Education and are not archived in the library. Grades of A, B, C, or F are assigned by the faculty adviser at the end of the semester. If not completed on time, a formal Incomplete grade may be assigned by the faculty adviser, listing the work remaining to be completed and the time limit for completing this work."
BMED-6980,Master's Project,"Active participation in a master’s-level project, under the supervision of a faculty adviser, leading to a master’s project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master’s project may be accepted by the Office of Graduate Education to be archived in the library."
BMED-6990,Master's Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master’s thesis. Grades of S or U are assigned by the adviser each term to reflect the student’s research progress for the given semester. Once the thesis has been presentend, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library."
BMED-9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S."
BUSN-6102,Managing Dyn Sys And Org,"In this three-credit, 15-week online graduate course, refine your management, approach, set performance criteria, and make recommendations for change to improve your area of responsibility.  Over the course of four projects, you will refine your management capabilities, set performance criteria,  and make recommendations for change that will advance your unit's impact within the organization."
BUSN-6103,"Markets, Strategy & People","In this three-credit, 15-week online graduate course, perform strategic analyses of an organization's market position relative to its competitors and customer needs.  Analyze the present state of the market relative to its strategic vision, given the organization's competitive advantage.  Articulate goals and tactics that move the organization from today to tomorrow's objectives.  Develop highly effective teams to implement strategies and new products."
BUSN-6104,Evaluating Performance,"In this three credit, 15-week project-based course, explore how organizations are structured (both formally and informally), how they do what they do, and how they measure and optimize performance.  Using your own experience combined with industry case studies and materials, analyze the climate in which you currently operate and apply methods to understand and optimize performance of your team."
BUSN-6105,Agile Planning & Execution,"In this three-credit, 15-week online graduate course, apply contemporary change management and project management models to plan and execute sustainable change.  Through three projects, develop a better understanding of effective change and how to implement in throughout your organization.  Approach projects with a focus on the people impacted by new initiatives and explore ways to gain buy-in while reducing resistance to change."
